51.07	1.1	15.14	9.58	7.96	12.62	2.08	0.08
50.59	1.28	15.67	9.85	8.12	11.87	2.38	0.12
47.66	1.1	16.74	12.06	8.88	10.9	2.62	0.06
50.31	1.16	15.2	9.67	8.18	12.41	2.17	0.05
49.6	1.26	16.25	9.83	8.65	11.48	2.55	0.08
49.6	1.26	16.21	9.79	8.69	11.51	2.61	0.07
49.38	1.15	16.6	9.57	8.75	11.73	2.51	0.06
48.97	1.16	16.61	9.52	8.76	11.57	2.58	0.06
50.97	1.86	15.12	10.44	7	10.76	3	0.1
50.78	0.66	15.75	8.45	9.1	13.74	1.61	0.03
50	1.53	15.43	10.11	7.68	11.72	2.5	0.07
50.41	1.53	15.16	10.7	7.97	11.15	2.55	0.06
50	1.53	15.51	10.21	7.57	11.62	2.45	0.07
50.31	1.6	15.41	10.27	7.97	11.21	2.47	0.1
50.79	1.55	15.41	10.14	7.9	11.34	2.68	0.07
48.69	0.98	16.09	9.06	9.87	12.08	2.26	0.02
50.32	1.11	15.46	9.59	8.6	12.1	2.36	0.04
50.64	1.54	15.07	10.28	7.53	11.45	2.61	0.07
50.36	1.52	15.3	10.03	7.69	11.45	2.56	0.08
50.76	1.35	15.3	9.62	7.51	11.62	2.43	0.07
50.77	1.5	14.84	9.94	7.32	11.77	2.53	0.07
50.14	1.63	15.22	10.1	7.8	11.43	2.54	0.08
51.08	1.52	15.04	10.45	7.2	11.48	2.74	0.07
50.79	1.61	15.31	10.34	8.12	11.12	2.47	0.09
50.53	1.61	15.47	10.33	8.03	11.27	2.55	0.1
51.04	1.75	15.44	9.59	6.89	10.54	2.69	0.61
50.88	1.32	15.61	8.87	7.57	11.16	2.5	0.47
50.23	1.29	15.49	9.02	7.49	11.24	2.4	0.43
50.66	1.3	15.57	9.19	7.54	11.14	2.46	0.44
51.05	1.5	15.69	9.36	7.59	11.63	2.58	0.29
50.91	1.28	15.26	9.49	7.48	11.7	2.28	0.29
51.43	1.38	15.36	9.32	7.67	11.25	2.39	0.31
51.35	1.62	15.37	9.71	7.01	10.73	2.8	0.45
51.45	1.59	15.08	9.75	7.17	10.76	2.72	0.49
51.02	1.6	15.11	9.77	7.3	10.95	2.68	0.47
52.13	1.53	15.32	9.39	6.99	11.23	2.76	0.45
51.54	1.53	15.34	8.96	6.92	11.29	2.66	0.47
51.6	1.44	15.3	9.04	6.79	11.19	2.56	0.48
51.85	1.58	14.81	10.16	6.07	10.82	3.01	0.61
51.52	1.61	15.21	10.07	6	10.63	3.06	0.57
49.94	1.19	16.04	8.86	8.12	12.1	2.44	0.33
50.14	1.15	15.98	8.66	8.07	11.94	2.3	0.33
50.57	1.03	15.88	8.82	8.19	12.66	2.3	0.22
49.92	1.03	15.9	9.1	8.14	12.85	2.25	0.25
50.49	1.17	15.73	9.42	8.45	12.21	2.22	0.07
50.44	1.15	15.62	9.41	8.42	12.1	2.23	0.06
50.88	1.15	15.51	9.13	8.33	12.12	2.24	0.06
51	1.09	15.91	8.94	8.16	12.17	2.21	0.06
50.03	1.16	15.78	9.39	8.39	12.15	2.25	0.06
50.68	1.17	15.58	9.56	8.29	12.3	2.24	0.06
50.58	1.16	15.66	9.53	8.33	12.14	2.28	0.06
50.75	1.16	15.68	9.42	8.2	12.23	2.25	0.07
50.33	1.17	15.79	9.72	8.35	12.32	2.26	0.07
50.69	1.16	15.51	9.4	8.4	12.15	2.23	0.05
50.7	1.14	15.54	9.29	8.31	12.22	2.25	0.06
50.59	1.19	15.7	9.46	8.33	12.22	2.25	0.06
49.97	1.18	15.82	9.75	8.21	12.34	2.27	0.06
49.77	1.69	14.88	11.15	7.54	10.97	2.71	0.08
49.9	1.69	14.6	10.9	7.54	10.95	2.69	0.09
50.25	1.71	14.95	11.01	7.58	11.01	2.7	0.08
50.27	1.23	15.3	9.88	7.7	11.98	2.46	0.06
50.48	1.3	15.26	10.01	7.67	12.02	2.48	0.05
50.81	1.29	15.02	10.07	7.76	11.84	2.45	0.06
50.81	1.26	14.93	9.94	7.71	11.95	2.44	0.07
49.35	1.57	15.48	10.55	7.76	11.77	2.67	0.06
49.73	1.52	15.4	10.49	7.68	11.6	2.66	0.07
50.28	1.34	15.58	9.98	7.9	11.71	2.54	0.08
49.92	1.34	15.48	10.08	7.87	11.78	2.54	0.07
50.23	1.38	15.32	10.08	7.85	11.93	2.45	0.08
50.99	1.36	14.86	10.58	7.39	11.87	2.54	0.05
51.01	1.84	13.98	12.36	6.42	11.04	2.75	0.07
50.85	1.87	14.05	12.41	6.3	11.1	2.72	0.07
51.13	1.9	13.75	12.51	6.39	11.08	2.68	0.08
51.16	1.84	13.8	12.02	6.55	10.96	2.7	0.07
51.03	1.8	13.74	12.23	6.44	10.99	2.73	0.07
52.03	1.86	13.78	11.94	6.3	11.12	2.8	0.08
51.59	1.81	13.86	12.05	6.4	11.08	2.78	0.07
51.35	1.9	13.74	12.16	6.36	11.15	2.82	0.07
51.33	1.88	13.98	12.28	6.38	11.13	2.8	0.07
51.69	1.83	13.91	12.16	6.49	11.08	2.8	0.08
51.05	1.86	13.86	12.14	6.16	11.08	2.78	0.08
50.18	1.55	15.2	10.57	7.78	11.46	2.58	0.08
50.3	1.59	15.29	10.66	7.84	11.43	2.54	0.09
50.33	1.56	15.45	10.31	7.73	11.47	2.57	0.08
49.26	1.15	16.52	9.8	8.59	11.57	2.59	0.06
49.07	1.17	16.71	9.91	8.52	11.56	2.58	0.04
49.74	1.14	16.53	9.55	8.56	11.44	2.49	0.05
49.17	1.19	16.49	9.8	8.62	11.45	2.58	0.05
49.28	1.18	16.69	9.89	8.58	11.58	2.56	0.06
49.67	1.17	16.64	9.55	8.49	11.47	2.59	0.05
50.12	1.38	15.25	10.32	8.38	11.39	2.49	0.08
48.94	1.24	16.4	10.19	8.4	11.64	2.53	0.04
50.25	1.44	15.27	10.76	7.86	11.5	2.6	0.07
50.5	1.42	15.14	10.42	7.82	11.27	2.6	0.07
50.68	1.42	15.31	10.61	7.84	11.5	2.51	0.07
50.76	1.18	15.3	9.31	8.15	12.26	2.41	0.06
51.06	1.19	15.51	9.56	8.04	12.54	2.4	0.05
49.24	1.3	16.44	10.18	8.45	11.62	2.52	0.04
49.14	1.26	16.54	10.22	8.42	11.6	2.47	0.05
49.57	1.2	16.43	9.76	8.27	11.51	2.45	0.05
48.99	1.24	16.24	9.95	8.45	11.58	2.47	0.05
50.05	1.42	15.64	10.52	7.8	11.52	2.46	0.07
51.22	1.29	14.61	10.25	7.38	12.31	2.61	0.06
51.07	1.32	14.6	10.57	7.41	12.43	2.69	0.07
50.19	1.29	14.54	10.3	7.41	12.5	2.58	0.06
50.52	1.09	16.27	9.18	8.38	12.14	2.21	0.13
50.19	1.29	14.54	10.3	7.41	12.5	2.58	0.06
50.75	1.33	14.53	10.38	7.33	12.54	2.62	0.06
50.06	0.9	15.94	8.9	9.61	12.63	1.94	0.1
49.6	0.9	15.72	8.98	9.61	12.67	1.97	0.09
50.46	1.07	16.15	9.2	8.47	12.1	2.19	0.13
50.04	1.09	16.04	9.25	8.49	12.14	2.18	0.13
50.21	1.11	16.12	9.52	8.48	12.18	2.19	0.14
50.02	0.9	15.82	8.97	9.57	12.64	1.92	0.09
50.57	1.12	16.23	9.19	8.46	12.12	2.16	0.14
49.71	0.92	15.66	8.78	9.28	12.67	2	0.08
50.45	0.92	15.93	9.19	9.44	12.72	1.94	0.08
50.09	0.91	15.54	8.64	9.27	12.71	1.98	0.09
49.92	0.92	15.66	8.7	9.33	12.63	1.96	0.08
51.03	1.08	15.89	9.33	8.26	12.2	2.13	0.15
50.32	1.1	16.17	9.02	8.14	12.19	2.24	0.13
50.22	1.09	15.96	9.2	8.59	12.15	2.15	0.13
50.8	1.08	16.13	9	8.31	12.18	2.2	0.13
50.93	1.11	16.1	8.89	8.21	12.22	2.18	0.13
50.01	1.11	15.93	9.28	8.57	12.11	2.11	0.11
49.71	0.91	15.86	8.77	9.36	12.73	1.94	0.08
50.36	0.93	15.9	8.8	9.4	12.72	1.97	0.09
50.68	0.91	15.73	8.81	9.27	12.7	1.92	0.1
50.93	1.07	15.92	9.2	8.32	12.13	2.16	0.14
50.3	0.93	15.69	8.66	9.32	12.72	1.92	0.08
50.92	1.1	16.08	9.03	8.21	12.26	2.21	0.12
51.06	1.06	15.93	9.19	8.21	12.27	2.17	0.14
49.7	0.9	15.88	8.95	8.96	12.91	1.97	0.07
50.2	0.92	15.72	8.91	9.35	12.63	1.92	0.1
50.16	0.92	15.86	8.88	9.42	12.81	1.93	0.08
50.68	1.1	15.96	9.21	8.33	12.13	2.2	0.13
50.87	1.14	15.77	9.08	8.16	12.24	2.22	0.13
50.88	1.09	16.12	9.16	8.21	12.12	2.19	0.13
50.27	1.48	15.57	10.37	8.14	11.32	2.54	0.07
50.54	1.37	16	9.8	8.36	11.27	2.55	0.08
49.84	1.34	15.74	9.92	8.51	11.15	2.52	0.08
49.7	1.38	16.07	10.19	8.27	11.42	2.62	0.08
50.08	1.34	16.01	10.09	8.49	11.2	2.57	0.09
51.69	1.54	14.78	10.28	7.15	11.9	2.64	0.08
50.96	1.55	14.55	10.43	7.26	11.82	2.67	0.07
49.97	1.42	15.51	10.36	7.56	11.9	2.81	0.09
49.52	1.7	15.74	11.06	7.82	11.01	3.02	0.1
49.64	1.64	15.45	10.96	7.75	11.04	2.93	0.1
49.41	1.6	15.68	10.82	7.77	11	2.98	0.09
50.37	1.64	15.38	10.49	7.68	11	2.79	0.11
49.77	1.62	15.58	10.51	7.72	10.84	2.98	0.1
49.77	1.45	15.63	9.87	7.67	11.59	2.8	0.08
50.23	1.5	15.57	10.27	7.59	11.75	2.9	0.08
49.76	1.49	15.56	10.14	7.54	11.73	2.87	0.08
52.51	1.7	15.08	9.76	6.74	10.82	2.92	0.28
52.8	1.81	14.92	9.77	6.58	10.62	2.73	0.26
52.09	1.74	14.9	9.96	6.73	10.71	2.8	0.24
52.81	1.68	14.86	9.35	6.68	10.83	3.12	0.28
52.35	1.75	15.07	9.93	6.69	10.72	2.83	0.25
52.19	1.75	14.91	9.95	6.62	10.66	2.85	0.24
51.98	1.74	15.01	9.91	6.62	10.67	2.83	0.24
51.86	1.73	14.94	9.92	6.63	10.82	2.82	0.24
52.28	1.78	14.82	10.06	6.67	10.58	3.06	0.27
51.86	1.76	15.01	10.05	6.7	10.77	2.89	0.25
51.69	1.74	15.15	10.06	6.83	10.85	2.87	0.26
52.41	1.73	14.87	9.89	6.62	10.7	2.75	0.25
51.88	1.74	15.01	9.93	6.63	10.75	2.89	0.26
52.69	1.78	14.88	9.65	6.53	10.61	2.72	0.25
52.28	1.74	14.86	9.73	6.58	10.65	2.77	0.24
52.47	1.71	14.91	9.56	6.82	10.75	3.05	0.26
53.28	1.79	15.03	9.68	6.6	10.74	2.72	0.26
51.54	1.75	15.02	9.91	6.84	10.79	2.95	0.25
51.82	1.71	15	9.92	6.77	10.85	3	0.24
51.42	1.72	14.99	9.93	6.83	10.81	2.94	0.27
52.16	1.77	14.9	9.81	6.69	10.71	2.88	0.25
52.07	1.75	14.91	9.76	6.57	10.74	2.78	0.25
52.34	1.68	14.8	9.44	6.78	10.71	3.1	0.25
51.67	1.78	14.84	9.96	6.74	10.84	2.95	0.26
51.98	1.76	15.12	10.02	6.81	10.81	2.96	0.24
52.07	1.75	14.95	9.76	6.78	10.77	3.01	0.27
51.44	1.73	14.91	10.07	6.71	10.83	3.02	0.24
52.09	1.68	15.06	9.54	6.76	10.76	3.04	0.26
52.5	1.84	14.86	9.75	6.68	10.66	2.78	0.25
52.88	1.79	15.15	9.74	6.46	10.68	2.91	0.25
52.04	1.76	14.89	9.99	6.77	10.7	2.89	0.24
52.9	1.68	14.7	9.53	6.78	10.74	3.06	0.27
52.37	1.71	15.1	9.86	6.84	10.75	3.01	0.25
51.74	1.55	14.93	9.42	7.45	10.72	2.95	0.29
52.06	1.61	15.21	9.62	7.09	10.77	3	0.3
52.36	1.72	14.88	9.94	6.78	10.81	2.95	0.26
51.89	1.08	15.45	8.61	8.26	11.95	2.26	0.28
51.1	1.33	15.68	8.98	7.21	11.57	2.46	0.42
51.54	1.3	15.74	8.79	7.61	11.63	2.43	0.42
50.9	1.27	15.54	9.18	8.2	11.45	2.5	0.36
51.3	1.34	15.62	9.03	7.36	11.64	2.43	0.39
51.25	1.3	15.78	9.1	7.48	11.55	2.38	0.38
51.7	1.34	15.63	8.86	7.95	11.24	2.28	0.38
50.42	1.27	15.59	9.28	8.01	11.54	2.61	0.39
50.85	1.3	15.6	9.22	8.15	11.48	2.54	0.39
50.49	1.26	15.38	9.08	8.2	11.24	2.34	0.39
50.9	1.29	15.56	9.01	8.26	11.4	2.47	0.41
50.59	1.28	15.48	9.21	8.26	11.32	2.36	0.4
51.05	1.32	15.49	9.27	8.18	11.25	2.38	0.39
51.57	1.37	15.93	8.99	6.91	11.51	2.42	0.41
51.96	1.33	15.04	8.93	7.93	11.22	2.46	0.43
51.14	1.34	15.72	9.13	7.86	11.27	2.34	0.37
50.84	1.3	15.64	9.15	7.93	11.35	2.39	0.37
51.56	1.4	15.71	9	7.5	11.42	2.31	0.42
51.83	1.34	15.22	8.83	7.89	11.09	2.25	0.39
51	1.3	15.63	9.14	7.72	11.42	2.39	0.39
51.65	1.16	15.56	8.77	8.17	11.8	2.18	0.28
51.78	1.14	15.52	8.9	8.37	11.93	2.17	0.27
51.22	1.27	15.29	8.93	8.11	11.59	2.31	0.33
50.82	1.08	15.69	8.96	8.54	11.96	2.18	0.28
51.53	1.1	15.8	8.84	8.54	12.26	2.04	0.29
51.02	1.1	15.74	8.94	8.45	12.07	2.22	0.31
51.99	1.07	15.6	8.83	8.35	12.1	2.2	0.29
50.87	1.29	15.46	9.12	8.18	11.33	2.45	0.36
51.76	1.15	15.44	8.65	8.33	11.71	2.13	0.27
50.91	1.04	16.2	9.15	8.5	12.25	2.11	0.22
50.18	1.02	16.03	8.86	8.12	12.17	2.27	0.23
50.66	0.97	16.23	8.57	8.22	12.1	2.18	0.22
50.11	0.98	16.09	8.91	8.34	12.08	2.16	0.22
50.61	1.01	16.05	8.72	8.29	12.12	2.16	0.24
50.74	1.01	16.1	8.8	8.33	12.05	2.25	0.22
