-12	12623
-11.95303327	12623
-11.90606654	12741
-11.8590998	12686
-11.81213307	12731
-11.76516634	12665
-11.71819961	12553
-11.67123288	12725
-11.62426614	12721
-11.57729941	12450
-11.53033268	12613
-11.48336595	12750
-11.43639922	12749
-11.38943249	12499
-11.34246575	12591
-11.29549902	12712
-11.24853229	12885
-11.20156556	12705
-11.15459883	12658
-11.10763209	12577
-11.06066536	12630
-11.01369863	12224
-10.9667319	12569
-10.91976517	12750
-10.87279843	12460
-10.8258317	12450
-10.77886497	12207
-10.73189824	12126
-10.68493151	12112
-10.63796477	11788
-10.59099804	11640
-10.54403131	11373
-10.49706458	11308
-10.45009785	11416
-10.40313112	11545
-10.35616438	11583
-10.30919765	11506
-10.26223092	11824
-10.21526419	11909
-10.16829746	12229
-10.12133072	12439
-10.07436399	12508
-10.02739726	12438
-9.980430528	12405
-9.933463796	12566
-9.886497065	12470
-9.839530333	12676
-9.792563601	12373
-9.745596869	12419
-9.698630137	12472
-9.651663405	12636
-9.604696673	12444
-9.557729941	12366
-9.510763209	12355
-9.463796477	12484
-9.416829746	12644
-9.369863014	12588
-9.322896282	12598
-9.27592955	12556
-9.228962818	12374
-9.181996086	12380
-9.135029354	12137
-9.088062622	12195
-9.04109589	11723
-8.994129159	11666
-8.947162427	10895
-8.900195695	10061
-8.853228963	9025
-8.806262231	8496
-8.759295499	8919
-8.712328767	9775
-8.665362035	10534
-8.618395303	10965
-8.571428571	11315
-8.52446184	11794
-8.477495108	11968
-8.430528376	12197
-8.383561644	12267
-8.336594912	12112
-8.28962818	12500
-8.242661448	12177
-8.195694716	12440
-8.148727984	12288
-8.101761252	12449
-8.054794521	12307
-8.007827789	12404
-7.960861057	12151
-7.913894325	12108
-7.866927593	12139
-7.819960861	11758
-7.772994129	11370
-7.726027397	10504
-7.679060665	9255
-7.632093933	8530
-7.585127202	9488
-7.53816047	10371
-7.491193738	11350
-7.444227006	11795
-7.397260274	11991
-7.350293542	11879
-7.30332681	12316
-7.256360078	12180
-7.209393346	12392
-7.162426614	12409
-7.115459883	12052
-7.068493151	12152
-7.021526419	11750
-6.974559687	11368
-6.927592955	11484
-6.880626223	11585
-6.833659491	11598
-6.786692759	12054
-6.739726027	12184
-6.692759295	12256
-6.645792564	12128
-6.598825832	11870
-6.5518591	11627
-6.504892368	10804
-6.457925636	10075
-6.410958904	10489
-6.363992172	11359
-6.31702544	11902
-6.270058708	12146
-6.223091977	12254
-6.176125245	12473
-6.129158513	12270
-6.082191781	12482
-6.035225049	12505
-5.988258317	12658
-5.941291585	12388
-5.894324853	12621
-5.847358121	12327
-5.800391389	11991
-5.753424658	11845
-5.706457926	11644
-5.659491194	11092
-5.612524462	10273
-5.56555773	9449
-5.518590998	9816
-5.471624266	11017
-5.424657534	11688
-5.377690802	11909
-5.33072407	12163
-5.283757339	12196
-5.236790607	12461
-5.189823875	12555
-5.142857143	12340
-5.095890411	12303
-5.048923679	12535
-5.001956947	12646
-4.954990215	12232
-4.908023483	12388
-4.861056751	12544
-4.81409002	12369
-4.767123288	12350
-4.720156556	12280
-4.673189824	12113
-4.626223092	12304
-4.57925636	11709
-4.532289628	11648
-4.485322896	10830
-4.438356164	9876
-4.391389432	9016
-4.344422701	8748
-4.297455969	9600
-4.250489237	10553
-4.203522505	11248
-4.156555773	11726
-4.109589041	11675
-4.062622309	11940
-4.015655577	11732
-3.968688845	11931
-3.921722114	12140
-3.874755382	11980
-3.82778865	11852
-3.780821918	11647
-3.733855186	11319
-3.686888454	11148
-3.639921722	11140
-3.59295499	11357
-3.545988258	11732
-3.499021526	11927
-3.452054795	11784
-3.405088063	11758
-3.358121331	11609
-3.311154599	11413
-3.264187867	10524
-3.217221135	9950
-3.170254403	8984
-3.123287671	9115
-3.076320939	9937
-3.029354207	11155
-2.982387476	11633
-2.935420744	11938
-2.888454012	12068
-2.84148728	12115
-2.794520548	12269
-2.747553816	12377
-2.700587084	12340
-2.653620352	12205
-2.60665362	12422
-2.559686888	12405
-2.512720157	12503
-2.465753425	12222
-2.418786693	12196
-2.371819961	12282
-2.324853229	12313
-2.277886497	12287
-2.230919765	12347
-2.183953033	12250
-2.136986301	12398
-2.090019569	12226
-2.043052838	12138
-1.996086106	12132
-1.949119374	12155
-1.902152642	11714
-1.85518591	11771
-1.808219178	11579
-1.761252446	11263
-1.714285714	11356
-1.667318982	11203
-1.62035225	11382
-1.573385519	11742
-1.526418787	11923
-1.479452055	12256
-1.432485323	12212
-1.385518591	12351
-1.338551859	12363
-1.291585127	12489
-1.244618395	12588
-1.197651663	12541
-1.150684932	12589
-1.1037182	12412
-1.056751468	12676
-1.009784736	12313
-0.962818004	12640
